resume,job_description,role,matched_skills,label,match_level
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
Firewall, Python, Penetration Testing, Cryptography, Risk Assessment, Incident Response, Linux

Soft Skills:
Teamwork, Critical Thinking

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
Firewall, Python, Penetration Testing, Cryptography, Risk Assessment, Incident Response, Linux

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"Firewall, Python, Penetration Testing, Cryptography, Risk Assessment, Incident Response, Linux",2,Strong Match
"Candidate applying for Data Scientist.

Education:
Bachelor's degree in Engineering

Experience:
Fresher

Technical Skills:
Scikit-learn, TensorFlow, Python, Deep Learning, Data Visualization

Soft Skills:
Leadership, Teamwork

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Scikit-learn, TensorFlow, Python, Deep Learning, Pandas, SQL, Statistics

Preferred Soft Skills:
Teamwork, Leadership

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Scikit-learn, TensorFlow, Python, Deep Learning",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Engineering

Experience:
2 years experience

Technical Skills:
Docker, FastAPI, NLP, Deep Learning, Python

Soft Skills:
Communication, Analytical Thinking

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Docker, FastAPI, NLP, Deep Learning, PyTorch, TensorFlow, Transformers

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Docker, FastAPI, NLP, Deep Learning",1,Medium Match
"Candidate applying for Data Analyst.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
Power BI, Excel, Reporting, Business Intelligence, Tableau

Soft Skills:
Leadership, Critical Thinking

Completed several projects related to Data Analyst.","We are hiring a Data Analyst.

Required Skills:
Power BI, Excel, Reporting, Business Intelligence, Statistics, Tableau, Pandas

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Data Analyst,"Power BI, Excel, Reporting, Business Intelligence",1,Medium Match
"Candidate applying for Web Developer.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
REST API, Node.js, Express, MongoDB, CSS

Soft Skills:
Critical Thinking, Problem Solving

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
REST API, Node.js, Express, MongoDB, CSS, JavaScript, Git

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"REST API, Node.js, Express, MongoDB",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
Fresher

Technical Skills:
Docker, Azure, AWS, Linux, Terraform, DevOps, Kubernetes

Soft Skills:
Leadership, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cybersecurity Analyst.

Required Skills:
Incident Response, SIEM, Python, Cryptography, Firewall, Ethical Hacking, Linux

Preferred Soft Skills:
Time Management, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
3 years experience

Technical Skills:
Networking, Kubernetes, Linux, Docker, AWS, CI/CD, Azure

Soft Skills:
Problem Solving, Communication

Completed several projects related to Cloud Engineer.","We are hiring a Cloud Engineer.

Required Skills:
Networking, Kubernetes, Linux, Docker, AWS, CI/CD, Azure

Preferred Soft Skills:
Problem Solving, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,"Networking, Kubernetes, Linux, Docker, AWS, CI/CD, Azure",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Computer Vision, Docker, LLM, Transformers, Deep Learning, PyTorch, FastAPI

Soft Skills:
Communication, Teamwork

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Computer Vision, Docker, LLM, Transformers, Deep Learning, PyTorch, FastAPI

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Computer Vision, Docker, LLM, Transformers, Deep Learning, PyTorch, FastAPI",2,Strong Match
"Candidate applying for Web Developer.

Education:
Bachelor's degree in Data Science

Experience:
2 years experience

Technical Skills:
HTML, Git, JavaScript, Express, React

Soft Skills:
Analytical Thinking, Communication

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
HTML, Git, JavaScript, Express, CSS, MongoDB, REST API

Preferred Soft Skills:
Critical Thinking, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"HTML, Git, JavaScript, Express",1,Medium Match
"Candidate applying for Software Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
6 months internship

Technical Skills:
Git, Data Structures, Testing, Java, C++

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to Software Engineer.","We are hiring a Software Engineer.

Required Skills:
Git, Data Structures, Testing, Java, REST API, OOP, Algorithms

Preferred Soft Skills:
Critical Thinking, Teamwork

The candidate should work on real-world projects and collaborate
with team members.",Software Engineer,"Git, Data Structures, Testing, Java",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
2 years experience

Technical Skills:
Computer Vision, Docker, FastAPI, Transformers, TensorFlow

Soft Skills:
Critical Thinking, Leadership

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
Computer Vision, Docker, FastAPI, Transformers, LLM, PyTorch, Python

Preferred Soft Skills:
Time Management, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"Computer Vision, Docker, FastAPI, Transformers",1,Medium Match
"Candidate applying for Cloud Engineer.

Education:
Bachelor's degree in Information Technology

Experience:
2 years experience

Technical Skills:
CI/CD, Kubernetes, DevOps, Python, Docker, AWS, Azure

Soft Skills:
Leadership, Analytical Thinking

Completed several projects related to Cloud Engineer.","We are hiring a Web Developer.

Required Skills:
Node.js, JavaScript, MongoDB, HTML, Express, REST API, CSS

Preferred Soft Skills:
Problem Solving, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cloud Engineer,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Engineering

Experience:
3 years experience

Technical Skills:
SIEM, Risk Assessment, Linux, Penetration Testing, Incident Response, Firewall, Python

Soft Skills:
Communication, Teamwork

Completed several projects related to Cybersecurity Analyst.","We are hiring a Cybersecurity Analyst.

Required Skills:
SIEM, Risk Assessment, Linux, Penetration Testing, Incident Response, Firewall, Python

Preferred Soft Skills:
Teamwork, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,"SIEM, Risk Assessment, Linux, Penetration Testing, Incident Response, Firewall, Python",2,Strong Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computer Science

Experience:
6 months internship

Technical Skills:
PyTorch, Python, NLP, FastAPI, Deep Learning, Computer Vision, Docker

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to AI Engineer.","We are hiring a AI Engineer.

Required Skills:
PyTorch, Python, NLP, FastAPI, Deep Learning, Computer Vision, Docker

Preferred Soft Skills:
Teamwork, Communication

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,"PyTorch, Python, NLP, FastAPI, Deep Learning, Computer Vision, Docker",2,Strong Match
"Candidate applying for Web Developer.

Education:
Master's degree in Artificial Intelligence

Experience:
6 months internship

Technical Skills:
CSS, JavaScript, Bootstrap, React, MongoDB

Soft Skills:
Critical Thinking, Communication

Completed several projects related to Web Developer.","We are hiring a Web Developer.

Required Skills:
CSS, JavaScript, Bootstrap, React, Node.js, HTML, Git

Preferred Soft Skills:
Leadership, Time Management

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,"CSS, JavaScript, Bootstrap, React",1,Medium Match
"Candidate applying for Data Scientist.

Education:
Master's degree in Artificial Intelligence

Experience:
2 years experience

Technical Skills:
Machine Learning, TensorFlow, Data Visualization, Scikit-learn, Pandas

Soft Skills:
Communication, Time Management

Completed several projects related to Data Scientist.","We are hiring a Data Scientist.

Required Skills:
Machine Learning, TensorFlow, Data Visualization, Scikit-learn, SQL, Deep Learning, NumPy

Preferred Soft Skills:
Communication, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Data Scientist,"Machine Learning, TensorFlow, Data Visualization, Scikit-learn",1,Medium Match
"Candidate applying for AI Engineer.

Education:
Bachelor's degree in Computational Statistics and Data Analytics

Experience:
3 years experience

Technical Skills:
Python, PyTorch, Computer Vision, Transformers, TensorFlow, NLP, Docker

Soft Skills:
Problem Solving, Teamwork

Completed several projects related to AI Engineer.","We are hiring a Cloud Engineer.

Required Skills:
CI/CD, Azure, Linux, DevOps, Networking, Python, Kubernetes

Preferred Soft Skills:
Critical Thinking, Analytical Thinking

The candidate should work on real-world projects and collaborate
with team members.",AI Engineer,,0,Weak Match
"Candidate applying for Web Developer.

Education:
Master's degree in Artificial Intelligence

Experience:
1 year experience

Technical Skills:
Node.js, React, CSS, HTML, Express, Bootstrap, Git

Soft Skills:
Analytical Thinking, Teamwork

Completed several projects related to Web Developer.","We are hiring a Software Engineer.

Required Skills:
Debugging, REST API, Python, C++, Testing, Git, OOP

Preferred Soft Skills:
Leadership, Communication

The candidate should work on real-world projects and collaborate
with team members.",Web Developer,,0,Weak Match
"Candidate applying for Cybersecurity Analyst.

Education:
Bachelor's degree in Information Technology

Experience:
Fresher

Technical Skills:
Linux, Risk Assessment, SIEM, Firewall, Network Security, Cryptography, Penetration Testing

Soft Skills:
Communication, Time Management

Completed several projects related to Cybersecurity Analyst.","We are hiring a AI Engineer.

Required Skills:
Docker, Computer Vision, Transformers, NLP, Python, PyTorch, FastAPI

Preferred Soft Skills:
Leadership, Critical Thinking

The candidate should work on real-world projects and collaborate
with team members.",Cybersecurity Analyst,,0,Weak Match
